Name,Cation,Anion,Alkyl Chain,Functional Group,Heat Capacity (J/mol·K),Density (kg/m³),Toxicity (IC50 in mM),Solubility (g/L),Hydrophobicity (logP),Viscosity (Pa·s),Pareto Score,In ILThermo
heptyltrimethylammonium tetrafluoroborate,Ammonium,Tetrafluoroborate,Heptyl,,459.9695959,1076.752208,44.63862108,2.013752707,4.6529,0.042370467,0.488314578,No
(3-aminooctyl)trimethylammonium tetrafluoroborate,Ammonium,Tetrafluoroborate,Octyl,Amino,584.9924573,1085.017553,12.18164324,2.013752707,5.205,0.095285018,0.535130327,No
(2-hydroxyoctyl)trimethylammonium tetrafluoroborate,Ammonium,Tetrafluoroborate,Octyl,Hydroxyl,564.2880851,1095.28985,16.67732337,2.013752707,4.2183,0.062061304,0.5223833,No
butyltrimethylammonium bis(trifluoromethanesulfonyl)imide,Ammonium,Bis(trifluoromethanesulfonyl)imide,Butyl,,879.9923169,1589.950871,10.76102765,2.484322533,3.2419,0.279635989,0.515338973,Yes
carboxyl-octyltrimethylammonium tetrafluoroborate,Ammonium,Tetrafluoroborate,Octyl,Carboxyl,566.9274938,1037.672427,35.93669538,2.013752707,4.7438,0.107624384,0.501189581,No
carbonyl-octyltrimethylammonium tetrafluoroborate,Ammonium,Tetrafluoroborate,Octyl,Carbonyl,531.5729384,1035.646065,23.29125413,2.013752707,4.8581,0.067208698,0.518848998,No
octyltrimethylammonium tetrafluoroborate,Ammonium,Tetrafluoroborate,Octyl,,471.6187049,1051.440725,23.29125413,2.013752707,5.043,0.044949509,0.519812413,No
(2-hydroxynonyl)trimethylammonium tetrafluoroborate,Ammonium,Tetrafluoroborate,Nonyl,Hydroxyl,575.9288911,1071.234742,28.96518219,2.013752707,4.6084,0.065838904,0.509010408,No
(3-aminononyl)trimethylammonium tetrafluoroborate,Ammonium,Tetrafluoroborate,Nonyl,Amino,596.6332633,1061.8636,22.62194013,2.013752707,5.5951,0.101084908,0.524205503,No
carboxyl-nonyltrimethylammonium tetrafluoroborate,Ammonium,Tetrafluoroborate,Nonyl,Carboxyl,578.5682998,1020.90764,58.53647426,2.013752707,5.1339,0.114175357,0.473942062,No
carbonyl-nonyltrimethylammonium tetrafluoroborate,Ammonium,Tetrafluoroborate,Nonyl,Carbonyl,543.2137444,1018.052419,44.63862108,2.013752707,5.2482,0.071299614,0.493285696,No
nonyltrimethylammonium tetrafluoroborate,Ammonium,Tetrafluoroborate,Nonyl,,483.2595109,1030.095699,44.63862108,2.013752707,5.4331,0.047685535,0.494313281,No
(2-hydroxydecyl)trimethylammonium tetrafluoroborate,Ammonium,Tetrafluoroborate,Decyl,Hydroxyl,587.5780001,1050.650224,13.87425625,2.013752707,4.9985,0.069846443,0.532085054,No
(3-aminodecyl)trimethylammonium tetrafluoroborate,Ammonium,Tetrafluoroborate,Decyl,Amino,608.2823723,1042.036717,9.910552933,2.013752707,5.9852,0.107237831,0.544094249,No
carboxyl-decyltrimethylammonium tetrafluoroborate,Ammonium,Tetrafluoroborate,Decyl,Carboxyl,590.2174088,1006.240625,30.54278705,2.013752707,5.524,0.121125081,0.514119998,No
carbonyl-decyltrimethylammonium tetrafluoroborate,Ammonium,Tetrafluoroborate,Decyl,Carbonyl,554.8628534,1002.777513,18.75081901,2.013752707,5.6383,0.07563954,0.530666122,No
decyltrimethylammonium tetrafluoroborate,Ammonium,Tetrafluoroborate,Decyl,,494.9086199,1011.925492,18.75081901,2.013752707,5.8232,0.050588099,0.531743248,No
(2-hydroxymethyl)trimethylammonium bis(trifluoromethanesulfonyl)imide,Ammonium,Bis(trifluoromethanesulfonyl)imide,Methyl,Hydroxyl,940.6878065,1859.459304,18.6607286,1.733253018,1.2469,0.292600089,0.486835509,No
(3-aminomethyl)trimethylammonium bis(trifluoromethanesulfonyl)imide,Ammonium,Bis(trifluoromethanesulfonyl)imide,Methyl,Amino,961.3921787,1842.213372,13.95888518,1.733253018,2.2336,0.449239752,0.499972528,No
carboxyl-tetramethylammonium bis(trifluoromethanesulfonyl)imide,Ammonium,Bis(trifluoromethanesulfonyl)imide,Methyl,Carboxyl,943.3272152,1652.078147,23.17685102,1.733253018,1.7724,0.507416094,0.487854861,No
tetramethylammonium bis(trifluoromethanesulfonyl)imide,Ammonium,Bis(trifluoromethanesulfonyl)imide,Methyl,,848.0184263,1838.137316,13.39714188,1.733253018,2.0716,0.211923205,0.499719143,No
carbonyl-tetramethylammonium bis(trifluoromethanesulfonyl)imide,Ammonium,Bis(trifluoromethanesulfonyl)imide,Methyl,Carbonyl,907.9726598,1694.886226,13.39714188,1.733253018,1.8867,0.316868478,0.500931715,No
(2-hydroxyethyl)trimethylammonium bis(trifluoromethanesulfonyl)imide,Ammonium,Bis(trifluoromethanesulfonyl)imide,Ethyl,Hydroxyl,948.5340924,1760.974048,17.8657032,1.954237321,1.637,0.3263254,0.492197062,No
carboxyl-ethyltrimethylammonium bis(trifluoromethanesulfonyl)imide,Ammonium,Bis(trifluoromethanesulfonyl)imide,Ethyl,Carboxyl,951.1735011,1586.005947,22.24988279,1.954237321,2.1625,0.565901263,0.492837452,No
(3-aminoethyl)trimethylammonium bis(trifluoromethanesulfonyl)imide,Ammonium,Bis(trifluoromethanesulfonyl)imide,Ethyl,Amino,969.2384646,1745.861896,13.29164376,1.954237321,2.6237,0.501019471,0.505126617,No
(2-hydroxypropyl)trimethylammonium bis(trifluoromethanesulfonyl)imide,Ammonium,Bis(trifluoromethanesulfonyl)imide,Propyl,Hydroxyl,961.0208911,1683.721019,19.55220637,2.203396426,2.0271,0.363937916,0.49388902,No
carbonyl-ethyltrimethylammonium bis(trifluoromethanesulfonyl)imide,Ammonium,Bis(trifluoromethanesulfonyl)imide,Ethyl,Carbonyl,915.8189458,1620.874671,12.68751459,1.954237321,2.2768,0.353390982,0.505760951,No
(3-aminopropyl)trimethylammonium bis(trifluoromethanesulfonyl)imide,Ammonium,Bis(trifluoromethanesulfonyl)imide,Propyl,Amino,981.7252633,1670.275168,14.71130867,2.203396426,3.0138,0.55876736,0.507145222,No
carboxyl-propyltrimethylammonium bis(trifluoromethanesulfonyl)imide,Ammonium,Bis(trifluoromethanesulfonyl)imide,Propyl,Carboxyl,963.6602998,1533.251073,24.2133515,2.203396426,2.5526,0.631127477,0.493740412,No
carbonyl-propyltrimethylammonium bis(trifluoromethanesulfonyl)imide,Ammonium,Bis(trifluoromethanesulfonyl)imide,Propyl,Carbonyl,928.3057444,1562.204574,14.20188942,2.203396426,2.6669,0.394123098,0.507364664,No
propyltrimethylammonium bis(trifluoromethanesulfonyl)imide,Ammonium,Bis(trifluoromethanesulfonyl)imide,Propyl,,868.3515109,1659.989282,14.20188942,2.203396426,2.8518,0.263591477,0.506930148,No
(3-aminobutyl)trimethylammonium bis(trifluoromethanesulfonyl)imide,Ammonium,Bis(trifluoromethanesulfonyl)imide,Butyl,Amino,993.3660693,1601.945628,11.33309036,2.484322533,3.4039,0.592778891,0.515440708,No
carboxyl-butyltrimethylammonium bis(trifluoromethanesulfonyl)imide,Ammonium,Bis(trifluoromethanesulfonyl)imide,Butyl,Carboxyl,975.3011058,1483.70648,19.66462288,2.484322533,2.9427,0.669543486,0.503275399,No
carbonyl-butyltrimethylammonium bis(trifluoromethanesulfonyl)imide,Ammonium,Bis(trifluoromethanesulfonyl)imide,Butyl,Carbonyl,939.9465504,1507.757139,10.76102765,2.484322533,3.057,0.418112921,0.515506712,No
(2-hydroxybutyl)trimethylammonium bis(trifluoromethanesulfonyl)imide,Ammonium,Bis(trifluoromethanesulfonyl)imide,Butyl,Hydroxyl,972.6616971,1614.018249,15.49589088,2.484322533,2.4172,0.386090402,0.50311255,No
(2-hydroxypentyl)trimethylammonium bis(trifluoromethanesulfonyl)imide,Ammonium,Bis(trifluoromethanesulfonyl)imide,Pentyl,Hydroxyl,984.3108061,1554.358511,19.55220637,1.491824698,2.8073,0.409591284,0.501240858,No
(3-aminopentyl)trimethylammonium bis(trifluoromethanesulfonyl)imide,Ammonium,Bis(trifluoromethanesulfonyl)imide,Pentyl,Amino,1005.015178,1543.417595,14.71130867,1.491824698,3.794,0.628860666,0.514453427,No
carboxyl-pentyltrimethylammonium bis(trifluoromethanesulfonyl)imide,Ammonium,Bis(trifluoromethanesulfonyl)imide,Pentyl,Carboxyl,986.9502148,1440.327127,24.2133515,1.491824698,3.3328,0.710297834,0.500468252,No
(2-hydroxyhexyl)trimethylammonium bis(trifluoromethanesulfonyl)imide,Ammonium,Bis(trifluoromethanesulfonyl)imide,Hexyl,Hydroxyl,995.9599151,1502.687297,12.28110166,1.491824698,3.1974,0.434522638,0.514419254,No
pentyltrimethylammonium bis(trifluoromethanesulfonyl)imide,Ammonium,Bis(trifluoromethanesulfonyl)imide,Pentyl,,891.6414259,1530.302495,14.20188942,1.491824698,3.632,0.296657113,0.514287949,No
carbonyl-pentyltrimethylammonium bis(trifluoromethanesulfonyl)imide,Ammonium,Bis(trifluoromethanesulfonyl)imide,Pentyl,Carbonyl,951.5956594,1460.449883,14.20188942,1.491824698,3.4471,0.443562978,0.514244448,No
(3-aminohexyl)trimethylammonium bis(trifluoromethanesulfonyl)imide,Ammonium,Bis(trifluoromethanesulfonyl)imide,Hexyl,Amino,1016.664287,1492.693526,8.730626206,1.491824698,4.1841,0.667138697,0.525894538,No
carboxyl-hexyltrimethylammonium bis(trifluoromethanesulfonyl)imide,Ammonium,Bis(trifluoromethanesulfonyl)imide,Hexyl,Carboxyl,998.5993238,1402.002844,15.97042,1.491824698,3.7229,0.753532852,0.514713718,No
carbonyl-hexyltrimethylammonium bis(trifluoromethanesulfonyl)imide,Ammonium,Bis(trifluoromethanesulfonyl)imide,Hexyl,Carbonyl,963.2447684,1418.936847,8.153824659,1.491824698,3.8372,0.47056215,0.525618329,No
(2-hydroxyheptyl)trimethylammonium bis(trifluoromethanesulfonyl)imide,Ammonium,Bis(trifluoromethanesulfonyl)imide,Heptyl,Hydroxyl,1007.600721,1457.465775,19.55220637,1.491824698,3.5875,0.460971535,0.508096765,No
(3-aminoheptyl)trimethylammonium bis(trifluoromethanesulfonyl)imide,Ammonium,Bis(trifluoromethanesulfonyl)imide,Heptyl,Amino,1028.305093,1448.275275,14.71130867,1.491824698,4.5742,0.707746668,0.521278495,No
hexyltrimethylammonium bis(trifluoromethanesulfonyl)imide,Ammonium,Bis(trifluoromethanesulfonyl)imide,Hexyl,,903.2905349,1478.86137,8.153824659,1.491824698,4.0221,0.314714293,0.525831839,No
carboxyl-heptyltrimethylammonium bis(trifluoromethanesulfonyl)imide,Ammonium,Bis(trifluoromethanesulfonyl)imide,Heptyl,Carboxyl,1010.24013,1367.867956,24.2133515,1.491824698,4.113,0.799399537,0.506905233,No
carbonyl-heptyltrimethylammonium bis(trifluoromethanesulfonyl)imide,Ammonium,Bis(trifluoromethanesulfonyl)imide,Heptyl,Carbonyl,974.8855744,1382.182753,14.20188942,1.491824698,4.2273,0.499204731,0.520781826,No
heptyltrimethylammonium bis(trifluoromethanesulfonyl)imide,Ammonium,Bis(trifluoromethanesulfonyl)imide,Heptyl,,914.9313409,1434.006727,14.20188942,1.491824698,4.4122,0.333870593,0.521134124,No
(2-hydroxyoctyl)trimethylammonium bis(trifluoromethanesulfonyl)imide,Ammonium,Bis(trifluoromethanesulfonyl)imide,Octyl,Hydroxyl,1019.24983,1417.617357,9.733255036,1.491824698,3.9776,0.489030346,0.524470256,No
(3-aminooctyl)trimethylammonium bis(trifluoromethanesulfonyl)imide,Ammonium,Bis(trifluoromethanesulfonyl)imide,Octyl,Amino,1039.954202,1409.115645,6.725776602,1.491824698,4.9643,0.7508264,0.535195029,No
carboxyl-octyltrimethylammonium bis(trifluoromethanesulfonyl)imide,Ammonium,Bis(trifluoromethanesulfonyl)imide,Octyl,Carboxyl,1021.889239,1337.324813,12.97021135,1.491824698,4.5031,0.848058074,0.525017986,No
carbonyl-octyltrimethylammonium bis(trifluoromethanesulfonyl)imide,Ammonium,Bis(trifluoromethanesulfonyl)imide,Octyl,Carbonyl,986.5346834,1349.469551,6.178299946,1.491824698,4.6174,0.529590753,0.534639334,No
octyltrimethylammonium bis(trifluoromethanesulfonyl)imide,Ammonium,Bis(trifluoromethanesulfonyl)imide,Octyl,,926.5804499,1394.61106,6.178299946,1.491824698,4.8023,0.354192914,0.535106198,No
(2-hydroxynonyl)trimethylammonium bis(trifluoromethanesulfonyl)imide,Ammonium,Bis(trifluoromethanesulfonyl)imide,Nonyl,Hydroxyl,1030.890636,1382.181152,19.55220637,1.491824698,4.3677,0.518797065,0.514583088,No
(3-aminononyl)trimethylammonium bis(trifluoromethanesulfonyl)imide,Ammonium,Bis(trifluoromethanesulfonyl)imide,Nonyl,Amino,1051.595008,1374.276201,14.71130867,1.491824698,5.3544,0.796528346,0.52774181,No
carboxyl-nonyltrimethylammonium bis(trifluoromethanesulfonyl)imide,Ammonium,Bis(trifluoromethanesulfonyl)imide,Nonyl,Carboxyl,1033.530045,1309.783672,24.2133515,1.491824698,4.8932,0.899678401,0.513096118,No
carbonyl-nonyltrimethylammonium bis(trifluoromethanesulfonyl)imide,Ammonium,Bis(trifluoromethanesulfonyl)imide,Nonyl,Carbonyl,998.1754894,1320.112353,14.20188942,1.491824698,5.0075,0.561826338,0.527042104,No
nonyltrimethylammonium bis(trifluoromethanesulfonyl)imide,Ammonium,Bis(trifluoromethanesulfonyl)imide,Nonyl,,938.2212559,1359.676824,14.20188942,1.491824698,5.1924,0.375752233,0.527604658,No
carboxyl-decyltrimethylammonium bis(trifluoromethanesulfonyl)imide,Ammonium,Bis(trifluoromethanesulfonyl)imide,Decyl,Carboxyl,1045.179154,1284.871687,10.53362294,1.491824698,5.2833,0.954440799,0.534361355,No
(3-aminodecyl)trimethylammonium bis(trifluoromethanesulfonyl)imide,Ammonium,Bis(trifluoromethanesulfonyl)imide,Decyl,Amino,1063.244117,1343.133509,5.181308859,1.491824698,5.7445,0.845012117,0.543580516,No
(2-hydroxydecyl)trimethylammonium bis(trifluoromethanesulfonyl)imide,Ammonium,Bis(trifluoromethanesulfonyl)imide,Decyl,Hydroxyl,1042.539745,1350.517065,7.713986598,1.491824698,4.7578,0.55037565,0.53350905,No
(2-hydroxymethyl)-phosphonium chloride,Phosphonium,Chloride,Methyl,Hydroxyl,461.3613982,1430.213231,36.43913995,1.161834243,-3.3942,0.010870014,0.439488421,No
decyltrimethylammonium bis(trifluoromethanesulfonyl)imide,Ammonium,Bis(trifluoromethanesulfonyl)imide,Decyl,,949.8703649,1328.542116,4.681409255,1.491824698,5.5825,0.398623842,0.543431388,No
carboxyl-tetramethylphosphonium chloride,Phosphonium,Chloride,Methyl,Carboxyl,464.0008069,1180.07495,71.87027019,1.161834243,-2.8687,0.018850371,0.400023487,No
carbonyl-decyltrimethylammonium bis(trifluoromethanesulfonyl)imide,Ammonium,Bis(trifluoromethanesulfonyl)imide,Decyl,Carbonyl,1009.824598,1293.670784,4.681409255,1.491824698,5.3976,0.596024066,0.542788232,No
carbonyl-tetramethylphosphonium chloride,Phosphonium,Chloride,Methyl,Carbonyl,428.6462515,1196.930736,62.36412141,1.161834243,-2.7544,0.011771579,0.413173089,No
(3-aminomethyl)-phosphonium chloride,Phosphonium,Chloride,Methyl,Amino,482.0657704,1394.769421,29.94760332,1.161834243,-2.4075,0.016689136,0.455327919,No
tetramethylphosphonium chloride,Phosphonium,Chloride,Methyl,,368.692018,1326.975949,62.36412141,1.161834243,-2.5695,0.00787289,0.41218289,No
(3-aminoethyl)-phosphonium chloride,Phosphonium,Chloride,Ethyl,Amino,489.9120563,1274.696078,28.57359728,1.309964451,-2.0174,0.018612738,0.461825501,No
carboxyl-tetraethylphosphonium chloride,Phosphonium,Chloride,Ethyl,Carboxyl,471.8470928,1125.321375,69.11171189,1.309964451,-2.4786,0.021023079,0.407250646,No
(2-hydroxyethyl)-phosphonium chloride,Phosphonium,Chloride,Ethyl,Hydroxyl,469.2076841,1301.596255,34.94920619,1.309964451,-3.0041,0.012122901,0.446286648,No
tetraethylphosphonium chloride,Phosphonium,Chloride,Ethyl,,376.5383039,1209.507197,59.19313008,1.309964451,-2.1794,0.008780325,0.421032084,No
(2-hydroxypropyl)-phosphonium chloride,Phosphonium,Chloride,Propyl,Hydroxyl,481.6944828,1224.9433,38.10673441,1.476980794,-2.614,0.013520195,0.446001245,No
carbonyl-tetraethylphosphonium chloride,Phosphonium,Chloride,Ethyl,Carbonyl,436.4925375,1132.456838,59.19313008,1.309964451,-2.3643,0.01312838,0.421116372,No
(3-aminopropyl)-phosphonium chloride,Phosphonium,Chloride,Propyl,Amino,502.398855,1203.247175,31.49378721,1.476980794,-1.6273,0.020758057,0.461767582,No
(2-hydroxybutyl)-phosphonium chloride,Phosphonium,Chloride,Butyl,Hydroxyl,493.3352888,1161.999997,34.75829494,1.665291195,-2.2239,0.014343154,0.45415834,No
(3-aminobutyl)-phosphonium chloride,Phosphonium,Chloride,Butyl,Amino,514.039661,1143.919961,28.41679515,1.665291195,-1.2372,0.022021576,0.469500901,No
(2-hydroxypentyl)-phosphonium chloride,Phosphonium,Chloride,Pentyl,Hydroxyl,504.9843978,1114.789773,38.10673441,1,-1.8338,0.015216206,0.45304574,No
(3-aminopentyl)-phosphonium chloride,Phosphonium,Chloride,Pentyl,Amino,525.68877,1099.310206,31.49378721,1,-0.8471,0.023362004,0.46870578,No
(3-aminohexyl)-phosphonium chloride,Phosphonium,Chloride,Hexyl,Amino,537.337879,1064.504735,25.64043001,1,-0.457,0.024784023,0.479706231,No
(2-hydroxyhexyl)-phosphonium chloride,Phosphonium,Chloride,Hexyl,Hydroxyl,516.6335068,1078.027931,31.7040829,1,-1.4437,0.016142399,0.464812079,No
(2-hydroxyheptyl)-phosphonium chloride,Phosphonium,Chloride,Heptyl,Hydroxyl,528.2743128,1048.535889,38.10673441,1,-1.0536,0.017124968,0.459379555,No
(3-aminoheptyl)-phosphonium chloride,Phosphonium,Chloride,Heptyl,Amino,548.978685,1036.536173,31.49378721,1,-0.0669,0.026292598,0.474980076,No
(2-hydroxyoctyl)-phosphonium chloride,Phosphonium,Chloride,Octyl,Hydroxyl,539.9234218,1024.438673,28.91824454,1,-0.6635,0.018167345,0.474644037,No
(3-aminooctyl)-phosphonium chloride,Phosphonium,Chloride,Octyl,Amino,560.627794,1013.657218,23.13532007,1,0.3232,0.027892998,0.489116963,No
(2-hydroxynonyl)-phosphonium chloride,Phosphonium,Chloride,Nonyl,Hydroxyl,551.5642278,1004.299024,38.10673441,1,-0.2734,0.019273171,0.465337002,No
(3-aminononyl)-phosphonium chloride,Phosphonium,Chloride,Nonyl,Amino,572.2686,994.5137938,31.49378721,1,0.7133,0.029590813,0.480899631,No
(2-hydroxydecyl)-phosphonium chloride,Phosphonium,Chloride,Decyl,Hydroxyl,563.2133368,987.2918099,26.37719785,1,0.1167,0.020446307,0.483868515,No
(3-aminodecyl)-phosphonium chloride,Phosphonium,Chloride,Decyl,Amino,583.917709,978.3355967,20.87496327,1,1.1034,0.031391972,0.497935928,No
(2-hydroxymethyl)-phosphonium bromide,Phosphonium,Bromide,Methyl,Hydroxyl,502.1531632,1921.201027,36.43913995,1.161834243,-3.3942,0.013541451,0.431095378,No
(3-aminomethyl)-phosphonium bromide,Phosphonium,Bromide,Methyl,Amino,522.8575354,1880.742776,29.94760332,1.161834243,-2.4075,0.020790692,0.447020545,No
carboxyl-tetramethylphosphonium bromide,Phosphonium,Bromide,Methyl,Carboxyl,504.7925719,1513.38897,71.87027019,1.161834243,-2.8687,0.023483077,0.394325657,No
carbonyl-tetramethylphosphonium bromide,Phosphonium,Bromide,Methyl,Carbonyl,469.4380165,1578.321672,62.36412141,1.161834243,-2.7544,0.014664586,0.406653489,No
tetramethylphosphonium bromide,Phosphonium,Bromide,Methyl,,409.483783,1875.354099,62.36412141,1.161834243,-2.5695,0.009807747,0.40280884,No
(2-hydroxyethyl)-phosphonium bromide,Phosphonium,Bromide,Ethyl,Hydroxyl,509.9994491,1706.156894,34.94920619,1.309964451,-3.0041,0.015102249,0.439370983,No
carboxyl-tetraethylphosphonium bromide,Phosphonium,Bromide,Ethyl,Carboxyl,512.6388578,1416.208163,69.11171189,1.309964451,-2.4786,0.026189754,0.40227805,No
(3-aminoethyl)-phosphonium bromide,Phosphonium,Bromide,Ethyl,Amino,530.7038213,1675.784639,28.57359728,1.309964451,-2.0174,0.023187043,0.454969134,No
carbonyl-tetraethylphosphonium bromide,Phosphonium,Bromide,Ethyl,Carbonyl,477.2843025,1459.320972,59.19313008,1.309964451,-2.3643,0.016354837,0.415528843,No
tetraethylphosphonium bromide,Phosphonium,Bromide,Ethyl,,417.3300689,1652.066687,59.19313008,1.309964451,-2.1794,0.010938196,0.413466892,No
(3-aminopropyl)-phosphonium bromide,Phosphonium,Bromide,Propyl,Amino,543.19062,1544.169369,31.49378721,1.476980794,-1.6273,0.025859599,0.455939682,No
(2-hydroxypropyl)-phosphonium bromide,Phosphonium,Bromide,Propyl,Hydroxyl,522.4862478,1568.396024,38.10673441,1.476980794,-2.614,0.016842946,0.440130148,No
(2-hydroxybutyl)-phosphonium bromide,Phosphonium,Bromide,Butyl,Hydroxyl,534.1270538,1460.610094,34.75829494,1.665291195,-2.2239,0.017868157,0.449053777,No
(3-aminobutyl)-phosphonium bromide,Phosphonium,Bromide,Butyl,Amino,554.831426,1440.601344,28.41679515,1.665291195,-1.2372,0.027433643,0.464429243,No
(2-hydroxypentyl)-phosphonium bromide,Phosphonium,Bromide,Pentyl,Hydroxyl,545.7761628,1378.877336,38.10673441,1,-1.8338,0.018955771,0.448531298,No
(3-aminopentyl)-phosphonium bromide,Phosphonium,Bromide,Pentyl,Amino,566.480535,1361.880295,31.49378721,1,-0.8471,0.029103498,0.464217211,No
(2-hydroxyheptyl)-phosphonium bromide,Phosphonium,Bromide,Heptyl,Hydroxyl,569.0660778,1262.98878,38.10673441,1,-1.0536,0.021333635,0.455713553,No
(2-hydroxyhexyl)-phosphonium bromide,Phosphonium,Bromide,Hexyl,Hydroxyl,557.4252718,1314.72962,31.7040829,1,-1.4437,0.020109588,0.460765764,No
(3-aminohexyl)-phosphonium bromide,Phosphonium,Bromide,Hexyl,Amino,578.129644,1299.981928,25.64043001,1,-0.457,0.030874995,0.475680777,No
(3-aminoheptyl)-phosphonium bromide,Phosphonium,Bromide,Heptyl,Amino,589.77045,1249.980454,31.49378721,1,-0.0669,0.03275432,0.471331241,No
(2-hydroxyoctyl)-phosphonium bromide,Phosphonium,Bromide,Octyl,Hydroxyl,580.7151868,1220.458466,28.91824454,1,-0.6635,0.022632189,0.471293123,No
(3-aminooctyl)-phosphonium bromide,Phosphonium,Bromide,Octyl,Amino,601.419559,1208.832,23.13532007,1,0.3232,0.034748038,0.485780413,No
(2-hydroxynonyl)-phosphonium bromide,Phosphonium,Bromide,Nonyl,Hydroxyl,592.3559928,1184.800697,38.10673441,1,-0.2734,0.024009785,0.462251346,No
(3-aminononyl)-phosphonium bromide,Phosphonium,Bromide,Nonyl,Amino,613.060365,1174.297323,31.49378721,1,0.7133,0.036863112,0.477826166,No
(2-hydroxydecyl)-phosphonium bromide,Phosphonium,Bromide,Decyl,Hydroxyl,604.0051018,1154.54868,26.37719785,1,0.1167,0.025471233,0.481009256,No
(3-aminodecyl)-phosphonium bromide,Phosphonium,Bromide,Decyl,Amino,624.709474,1144.97468,20.87496327,1,1.1034,0.039106927,0.495087139,No
(3-aminomethyl)-phosphonium dicyanamide,Phosphonium,Dicyanamide,Methyl,Amino,656.8229634,1335.014202,29.94760332,1.161834243,0.91076,0.061472246,0.478469616,No
(2-hydroxymethyl)-phosphonium dicyanamide,Phosphonium,Dicyanamide,Methyl,Hydroxyl,636.1185912,1360.349368,36.43913995,1.161834243,-0.07594,0.040038275,0.462803436,No
carbonyl-tetramethylphosphonium dicyanamide,Phosphonium,Dicyanamide,Methyl,Carbonyl,603.4034445,1190.665565,62.36412141,1.161834243,0.56386,0.043359068,0.435400866,No
tetramethylphosphonium dicyanamide,Phosphonium,Dicyanamide,Methyl,,543.449211,1281.219254,62.36412141,1.161834243,0.74876,0.028998759,0.435086085,No
(3-aminoethyl)-phosphonium dicyanamide,Phosphonium,Dicyanamide,Ethyl,Amino,664.6692493,1250.793972,28.57359728,1.309964451,1.30086,0.068557585,0.484354153,No
carboxyl-tetramethylphosphonium dicyanamide,Phosphonium,Dicyanamide,Methyl,Carboxyl,638.7579999,1177.675149,71.87027019,1.161834243,0.44956,0.069432874,0.422184557,No
carboxyl-tetraethylphosphonium dicyanamide,Phosphonium,Dicyanamide,Ethyl,Carboxyl,646.6042858,1132.369166,69.11171189,1.309964451,0.83966,0.07743576,0.429250024,No
(2-hydroxyethyl)-phosphonium dicyanamide,Phosphonium,Dicyanamide,Ethyl,Hydroxyl,643.9648771,1271.411367,34.94920619,1.309964451,0.31416,0.044653117,0.468923278,No
carbonyl-tetraethylphosphonium dicyanamide,Phosphonium,Dicyanamide,Ethyl,Carbonyl,611.2497305,1138.92749,59.19313008,1.309964451,0.95396,0.048356668,0.443126322,No
(3-aminopropyl)-phosphonium dicyanamide,Phosphonium,Dicyanamide,Propyl,Amino,677.156048,1196.316576,31.49378721,1.476980794,1.69096,0.076459584,0.48400593,No
tetraethylphosphonium dicyanamide,Phosphonium,Dicyanamide,Ethyl,,551.2954969,1199.412025,59.19313008,1.309964451,1.13886,0.032341179,0.443325599,No
(2-hydroxypropyl)-phosphonium dicyanamide,Phosphonium,Dicyanamide,Propyl,Hydroxyl,656.4516758,1213.725232,38.10673441,1.476980794,0.70426,0.04979987,0.468313531,No
(2-hydroxybutyl)-phosphonium dicyanamide,Phosphonium,Dicyanamide,Butyl,Hydroxyl,668.0924818,1162.927295,34.75829494,1.665291195,1.09436,0.052831131,0.476262939,No
(3-aminobutyl)-phosphonium dicyanamide,Phosphonium,Dicyanamide,Butyl,Amino,688.796854,1147.926969,28.41679515,1.665291195,2.08106,0.081113592,0.491552168,No
(2-hydroxypentyl)-phosphonium dicyanamide,Phosphonium,Dicyanamide,Pentyl,Hydroxyl,679.7415908,1122.884114,38.10673441,1,1.48446,0.056046902,0.475027747,No
(3-aminopentyl)-phosphonium dicyanamide,Phosphonium,Dicyanamide,Pentyl,Amino,700.445963,1109.717278,31.49378721,1,2.47116,0.086050884,0.490647525,No
(2-hydroxyhexyl)-phosphonium dicyanamide,Phosphonium,Dicyanamide,Hexyl,Hydroxyl,691.3906998,1090.46932,31.7040829,1,1.87456,0.059458413,0.486719695,No
(3-aminohexyl)-phosphonium dicyanamide,Phosphonium,Dicyanamide,Hexyl,Amino,712.095072,1078.743128,25.64043001,1,2.86126,0.091288703,0.501582357,No
(3-aminoheptyl)-phosphonium dicyanamide,Phosphonium,Dicyanamide,Heptyl,Amino,723.735878,1053.078808,31.49378721,1,3.25136,0.096845342,0.496816678,No
(2-hydroxyheptyl)-phosphonium dicyanamide,Phosphonium,Dicyanamide,Heptyl,Hydroxyl,703.0315058,1063.644124,38.10673441,1,2.26466,0.063077578,0.481241496,No
(2-hydroxyoctyl)-phosphonium dicyanamide,Phosphonium,Dicyanamide,Octyl,Hydroxyl,714.6806148,1041.156116,28.91824454,1,2.65476,0.066917039,0.496478377,No
(3-aminooctyl)-phosphonium dicyanamide,Phosphonium,Dicyanamide,Octyl,Amino,735.384987,1031.545025,23.13532007,1,3.64146,0.102740208,0.510930427,No
(2-hydroxynonyl)-phosphonium dicyanamide,Phosphonium,Dicyanamide,Nonyl,Hydroxyl,726.3214208,1021.958721,38.10673441,1,3.04486,0.070990202,0.487155136,No
(3-aminononyl)-phosphonium dicyanamide,Phosphonium,Dicyanamide,Nonyl,Amino,747.025793,1013.145795,31.49378721,1,4.03156,0.108993887,0.502700222,No
